ID	age	sex	investigator	location	shockamplitude	roomtemperature	counterbalance	opponent	trialnr	blink	blinktime	click_check	shock_check	shock_count	shock_ratio	current_time	coreTrialStart	RT	accuracy	marker	iti	ind_time	cond_threat_count	shock_threat_count	startle
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:34.744131	4884.406	0	0	onset	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:34.879766	4884.531	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:34.993461	4884.656	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.108155	4884.765	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.221850	4884.875	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.336546	4885.0	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.452234	4885.109	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.562938	4885.218	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.677631	4885.328	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.791328	4885.453	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:35.905024	4885.562	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:36.018722	4885.671	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:36.133413	4885.796	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:36.248109	4885.906	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:36.363797	4886.015	0	0	anticipation	3	0.5	0	0	silence
44	24	female	15	Probraum	1.5	22	1	phonemancaro	ex	blue.PNG	60	0	0	0	0	03/25/22:15:18:36.476495	4886.14	0	0	anticipation	3	0.5	0	0	silence
